Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
1519,(house 180),Salford,(house 180),Salford,2
2995,(place 1238),Trafford,(place 1226),Manchester,25
1581,(place 1236),Salford,(place 1236),Salford,2
2254,(place 1229),Tameside,(place 1230),Tameside,10
2241,(place 1230),Tameside,(house 1215),Tameside,8
2085,(place 1229),Tameside,(place 1229),Tameside,2
2745,(place 1228),Bury,(place 1233),Rochdale,34
2779,(house 324),Trafford,(place 1233),Rochdale,35
3350,(place 1229),Tameside,(place 1229),Tameside,2
2378,(place 1234),Rochdale,(place 1233),Rochdale,15
1635,(place 1226),Manchester,(place 1236),Salford,26
2579,(place 1231),Oldham,(house 353),Trafford,52
2098,(house 1126),Tameside,(house 1126),Tameside,2
1974,(place 1229),Tameside,(house 528),Manchester,10
3052,(place 1232),Oldham,(place 1232),Oldham,2
2034,(house 1169),Tameside,(place 1225),Manchester,13
2386,(place 1238),Trafford,(house 958),Bury,52
3072,(house 1071),Rochdale,(place 1238),Trafford,30
2296,(place 1229),Tameside,(place 1229),Tameside,2
2134,(place 1230),Tameside,(place 1230),Tameside,2
3272,(place 1235),Salford,(house 717),Oldham,27
2405,(house 934),Bury,(house 934),Bury,2
2017,(place 1230),Tameside,(place 1229),Tameside,23
2546,(place 1235),Salford,(place 1228),Bury,26
2685,(house 351),Trafford,(house 351),Trafford,2
2891,(place 1227),Bury,(place 1234),Rochdale,45
1291,(house 124),Salford,(place 1234),Rochdale,102
2886,(place 1228),Bury,(place 1226),Manchester,27
2158,(house 1152),Tameside,(place 1225),Manchester,15
2396,(house 848),Bury,(place 1237),Trafford,29
1814,(place 1234),Rochdale,(place 1226),Manchester,57
1628,(place 1232),Oldham,(place 1233),Rochdale,24
1565,(house 695),Manchester,(place 1225),Manchester,8
2059,(house 1126),Tameside,(place 1229),Tameside,21
3255,(place 1226),Manchester,(house 826),Oldham,40
1464,(place 1226),Manchester,(place 1228),Bury,28
1633,(place 1234),Rochdale,(place 1226),Manchester,44
2369,(place 1236),Salford,(place 1236),Salford,2
2690,(place 1237),Trafford,(place 1238),Trafford,21
1906,(place 1235),Salford,(place 1228),Bury,26
1585,(place 1228),Bury,(place 1227),Bury,5
2028,(place 1229),Tameside,(house 1223),Tameside,11
2427,(house 931),Bury,(place 1228),Bury,35
2895,(place 1227),Bury,(place 1235),Salford,39
2183,(place 1227),Bury,(house 1143),Tameside,24
1793,(place 1234),Rochdale,(place 1238),Trafford,43
3205,(place 1235),Salford,(place 1227),Bury,39
2967,(house 1054),Rochdale,(place 1231),Oldham,18
1863,(place 1236),Salford,(place 1236),Salford,2
2249,(house 1099),Tameside,(house 1099),Tameside,2
2571,(house 256),Trafford,(house 256),Trafford,2
2768,(place 1232),Oldham,(place 1234),Rochdale,22
3368,(house 800),Oldham,(place 1227),Bury,35
1981,(place 1237),Trafford,(place 1226),Manchester,20
2047,(house 1136),Tameside,(place 1230),Tameside,10
3087,(place 1226),Manchester,(place 1234),Rochdale,45
1635,(place 1236),Salford,(place 1236),Salford,2
1810,(house 460),Manchester,(place 1225),Manchester,6
2190,(place 1229),Tameside,(place 1229),Tameside,2
1775,(place 1225),Manchester,(house 711),Manchester,6
3158,(place 1234),Rochdale,(place 1231),Oldham,14
2721,(house 354),Trafford,(place 1236),Salford,22
2115,(place 1230),Tameside,(place 1230),Tameside,2
3350,(place 1229),Tameside,(place 1229),Tameside,2
3401,(house 730),Oldham,(place 1226),Manchester,42
1588,(place 1227),Bury,(place 1231),Oldham,26
2843,(place 1235),Salford,(place 1235),Salford,2
1862,(place 1225),Manchester,(house 422),Manchester,6
2700,(place 1237),Trafford,(place 1227),Bury,19
2197,(house 1165),Tameside,(place 1229),Tameside,8
2960,(place 1231),Oldham,(house 1061),Rochdale,15
1380,(house 210),Salford,(place 1234),Rochdale,43
2598,(place 1236),Salford,(place 1231),Oldham,47
2169,(place 1225),Manchester,(place 1225),Manchester,2
2430,(place 1237),Trafford,(place 1226),Manchester,21
3148,(place 1225),Manchester,(place 1225),Manchester,2
2040,(house 1219),Tameside,(house 1219),Tameside,14
1981,(place 1226),Manchester,(place 1226),Manchester,2
2537,(place 1236),Salford,(house 952),Bury,24
2041,(house 1104),Tameside,(place 1230),Tameside,9
2779,(place 1233),Rochdale,(place 1233),Rochdale,2
1661,(house 492),Manchester,(place 1238),Trafford,44
1460,(place 1228),Bury,(place 1227),Bury,6
1895,(place 1225),Manchester,(house 513),Manchester,6
2814,(place 1227),Bury,(place 1228),Bury,5
1684,(place 1232),Oldham,(place 1231),Oldham,14
2085,(place 1229),Tameside,(place 1229),Tameside,2
1580,(house 662),Manchester,(place 1230),Tameside,21
1915,(place 1227),Bury,(house 599),Manchester,25
1593,(place 1234),Rochdale,(place 1238),Trafford,60
2113,(place 1229),Tameside,(house 1113),Tameside,8
2850,(place 1231),Oldham,(place 1237),Trafford,40
1863,(place 1236),Salford,(place 1236),Salford,2
2832,(place 1233),Rochdale,(place 1235),Salford,52
2274,(place 1230),Tameside,(house 1106),Tameside,8
2276,(house 1171),Tameside,(house 1171),Tameside,2
2249,(house 1099),Tameside,(house 1099),Tameside,2
1439,(place 1232),Oldham,(place 1237),Trafford,27
2363,(place 1226),Manchester,(place 1227),Bury,49
2342,(place 1228),Bury,(place 1232),Oldham,22
2982,(place 1234),Rochdale,(place 1234),Rochdale,2
1320,(place 1236),Salford,(place 1228),Bury,81
2254,(place 1230),Tameside,(place 1230),Tameside,2
1708,(house 543),Manchester,(house 543),Manchester,2
2962,(place 1228),Bury,(place 1226),Manchester,30
2507,(house 959),Bury,(place 1237),Trafford,103
2208,(house 1089),Tameside,(house 1089),Tameside,2
2849,(place 1233),Rochdale,(house 977),Rochdale,39
3255,(house 826),Oldham,(house 826),Oldham,2
2684,(place 1233),Rochdale,(place 1235),Salford,40
2766,(place 1226),Manchester,(place 1238),Trafford,25
2049,(house 1198),Tameside,(house 1198),Tameside,8
2765,(house 322),Trafford,(place 1238),Trafford,15
2189,(house 1207),Tameside,(place 1225),Manchester,24
1749,(house 400),Manchester,(place 1225),Manchester,10
2217,(house 1153),Tameside,(place 1230),Tameside,15
1378,(house 170),Salford,(place 1237),Trafford,18
1929,(place 1237),Trafford,(place 1231),Oldham,45
1746,(place 1238),Trafford,(place 1235),Salford,25
2016,(house 1209),Tameside,(house 1209),Tameside,2
1379,(place 1234),Rochdale,(place 1238),Trafford,60
3225,(place 1234),Rochdale,(place 1232),Oldham,19
2241,(house 1215),Tameside,(house 1215),Tameside,2
3302,(place 1237),Trafford,(place 1237),Trafford,2
2364,(place 1227),Bury,(place 1232),Oldham,20
2048,(house 1213),Tameside,(house 1213),Tameside,2
2080,(place 1230),Tameside,(house 1091),Tameside,8
3370,(place 1227),Bury,(place 1235),Salford,23
2891,(place 1234),Rochdale,(place 1234),Rochdale,2
2698,(place 1233),Rochdale,(place 1227),Bury,31
1940,(house 400),Manchester,(place 1229),Tameside,20
2099,(place 1230),Tameside,(house 1199),Tameside,10
2768,(place 1234),Rochdale,(place 1234),Rochdale,2
2025,(house 1098),Tameside,(place 1225),Manchester,8
3291,(place 1234),Rochdale,(place 1234),Rochdale,2
2406,(place 1238),Trafford,(place 1235),Salford,25
2222,(place 1230),Tameside,(place 1230),Tameside,2
2272,(place 1229),Tameside,(house 1136),Tameside,8
3298,(place 1238),Trafford,(place 1236),Salford,33
2246,(place 1225),Manchester,(house 1127),Tameside,13
3154,(place 1229),Tameside,(house 743),Oldham,52
2083,(place 1230),Tameside,(house 1150),Tameside,13
2512,(house 896),Bury,(place 1238),Trafford,34
1328,(house 220),Salford,(place 1226),Manchester,31
1974,(house 528),Manchester,(house 528),Manchester,2
2290,(place 1225),Manchester,(house 1193),Tameside,10
3240,(house 752),Oldham,(place 1237),Trafford,32
3032,(place 1236),Salford,(place 1233),Rochdale,44
1581,(place 1236),Salford,(place 1236),Salford,2
1603,(place 1237),Trafford,(house 517),Manchester,23
2306,(place 1238),Trafford,(place 1236),Salford,41
2827,(house 378),Trafford,(place 1227),Bury,26
3364,(place 1229),Tameside,(house 743),Oldham,52
2870,(house 1006),Rochdale,(place 1234),Rochdale,8
2745,(place 1233),Rochdale,(place 1233),Rochdale,2
2134,(place 1230),Tameside,(place 1230),Tameside,2
1565,(place 1225),Manchester,(place 1225),Manchester,2
1784,(place 1229),Tameside,(house 527),Manchester,17
2464,(place 1227),Bury,(place 1233),Rochdale,31
1842,(place 1230),Tameside,(place 1229),Tameside,8
1806,(place 1227),Bury,(place 1226),Manchester,25
2014,(place 1230),Tameside,(house 1170),Tameside,12
2418,(place 1228),Bury,(place 1233),Rochdale,56
2231,(place 1230),Tameside,(place 1230),Tameside,2
2291,(house 1186),Tameside,(place 1225),Manchester,17
1799,(place 1237),Trafford,(place 1227),Bury,22
2068,(place 1230),Tameside,(place 1229),Tameside,8
2204,(house 1215),Tameside,(place 1230),Tameside,8
2906,(place 1228),Bury,(house 1087),Rochdale,37
2159,(house 1149),Tameside,(place 1229),Tameside,9
1872,(place 1226),Manchester,(place 1234),Rochdale,68
2874,(house 1077),Rochdale,(place 1237),Trafford,38
3272,(house 717),Oldham,(house 717),Oldham,2
2621,(place 1236),Salford,(place 1238),Trafford,26
2143,(house 1170),Tameside,(place 1225),Manchester,15
1785,(house 605),Manchester,(place 1225),Manchester,5
2957,(place 1238),Trafford,(place 1237),Trafford,11
1879,(house 694),Manchester,(place 1225),Manchester,11
3336,(place 1237),Trafford,(place 1236),Salford,39
1594,(house 488),Manchester,(place 1236),Salford,18
3359,(place 1237),Trafford,(place 1237),Trafford,2
2204,(place 1230),Tameside,(place 1230),Tameside,2
2110,(place 1225),Manchester,(house 1135),Tameside,11
3348,(house 715),Oldham,(place 1233),Rochdale,16
1680,(place 1235),Salford,(house 549),Manchester,39
2283,(place 1229),Tameside,(house 1112),Tameside,14
1415,(place 1231),Oldham,(place 1233),Rochdale,11
2700,(place 1227),Bury,(place 1227),Bury,2
2169,(place 1225),Manchester,(place 1225),Manchester,2
2020,(place 1225),Manchester,(house 1171),Tameside,9
3364,(house 743),Oldham,(house 743),Oldham,2
3176,(place 1235),Salford,(house 825),Oldham,53
3236,(place 1234),Rochdale,(place 1232),Oldham,21
2046,(place 1225),Manchester,(place 1230),Tameside,14
2276,(house 1171),Tameside,(house 1171),Tameside,2
3005,(place 1234),Rochdale,(house 988),Rochdale,9
2492,(place 1235),Salford,(house 953),Bury,25
1940,(place 1229),Tameside,(place 1229),Tameside,2
1988,(place 1225),Manchester,(house 583),Manchester,9
1844,(place 1235),Salford,(place 1236),Salford,5
3401,(place 1226),Manchester,(place 1226),Manchester,2
2352,(place 1235),Salford,(place 1227),Bury,24
2224,(house 1192),Tameside,(place 1230),Tameside,13
1530,(place 1238),Trafford,(house 169),Salford,27
3291,(place 1234),Rochdale,(place 1234),Rochdale,2
2709,(place 1227),Bury,(place 1232),Oldham,18
3278,(house 740),Oldham,(place 1237),Trafford,32
1328,(place 1226),Manchester,(place 1226),Manchester,2
2439,(place 1234),Rochdale,(house 861),Bury,53
1952,(place 1238),Trafford,(place 1237),Trafford,14
2040,(house 1219),Tameside,(house 1219),Tameside,2
2247,(place 1230),Tameside,(house 1127),Tameside,13
3223,(place 1235),Salford,(place 1227),Bury,39
1590,(place 1229),Tameside,(house 477),Manchester,13
2037,(place 1229),Tameside,(place 1225),Manchester,13
2718,(place 1233),Rochdale,(place 1232),Oldham,18
2249,(house 1099),Tameside,(house 1099),Tameside,2
1242,(place 1236),Salford,(place 1232),Oldham,39
2222,(place 1230),Tameside,(place 1230),Tameside,2
2274,(house 1106),Tameside,(house 1106),Tameside,2
1862,(house 422),Manchester,(house 422),Manchester,2
2477,(house 937),Bury,(place 1226),Manchester,31
2047,(place 1230),Tameside,(place 1230),Tameside,2
2285,(place 1230),Tameside,(house 1151),Tameside,13
2291,(place 1225),Manchester,(place 1225),Manchester,2
3063,(place 1238),Trafford,(place 1237),Trafford,12
2411,(place 1235),Salford,(place 1238),Trafford,32
2681,(house 366),Trafford,(place 1231),Oldham,29
3075,(place 1234),Rochdale,(place 1236),Salford,62
1818,(place 1228),Bury,(place 1238),Trafford,32
2026,(house 1130),Tameside,(place 1229),Tameside,7
2061,(place 1229),Tameside,(house 1116),Tameside,13
1656,(place 1234),Rochdale,(place 1237),Trafford,38
1827,(place 1225),Manchester,(house 513),Manchester,6
2104,(place 1225),Manchester,(place 1230),Tameside,22
2197,(place 1229),Tameside,(place 1229),Tameside,2
2833,(house 266),Trafford,(place 1232),Oldham,104
2190,(place 1229),Tameside,(place 1229),Tameside,2
2464,(place 1233),Rochdale,(place 1233),Rochdale,2
2951,(place 1238),Trafford,(place 1231),Oldham,48
2806,(place 1235),Salford,(house 311),Trafford,20
2216,(house 1111),Tameside,(place 1230),Tameside,8
2085,(place 1229),Tameside,(place 1229),Tameside,2
3157,(place 1232),Oldham,(place 1237),Trafford,23
3178,(place 1228),Bury,(house 741),Oldham,30
1392,(place 1232),Oldham,(house 177),Salford,27
2306,(place 1236),Salford,(place 1236),Salford,2
2231,(place 1230),Tameside,(place 1230),Tameside,2
2962,(place 1226),Manchester,(place 1226),Manchester,2
2832,(place 1235),Salford,(place 1235),Salford,2
2217,(place 1230),Tameside,(place 1230),Tameside,2
2885,(place 1235),Salford,(house 1005),Rochdale,35
2406,(place 1235),Salford,(place 1235),Salford,2
2041,(place 1230),Tameside,(place 1230),Tameside,2
1831,(place 1228),Bury,(house 660),Manchester,14
1592,(place 1231),Oldham,(place 1237),Trafford,45
1266,(place 1226),Manchester,(house 201),Salford,47
1661,(place 1238),Trafford,(place 1238),Trafford,2
1879,(place 1225),Manchester,(place 1225),Manchester,2
2374,(place 1234),Rochdale,(place 1231),Oldham,15
2760,(place 1237),Trafford,(place 1226),Manchester,25
2113,(house 1113),Tameside,(house 1113),Tameside,2
3148,(place 1225),Manchester,(place 1225),Manchester,2
2246,(house 1127),Tameside,(house 1127),Tameside,2
2456,(place 1227),Bury,(place 1234),Rochdale,45
1669,(place 1237),Trafford,(place 1227),Bury,19
2820,(place 1235),Salford,(place 1238),Trafford,51
3365,(place 1227),Bury,(house 745),Oldham,25
2030,(house 1163),Tameside,(place 1230),Tameside,15
3163,(place 1231),Oldham,(place 1235),Salford,34
2303,(house 938),Bury,(place 1235),Salford,30
2142,(place 1229),Tameside,(house 1215),Tameside,6
2048,(house 1213),Tameside,(house 1213),Tameside,2
2363,(place 1227),Bury,(place 1227),Bury,2
2495,(house 933),Bury,(place 1235),Salford,104
1390,(place 1236),Salford,(place 1233),Rochdale,41
3384,(place 1230),Tameside,(house 812),Oldham,14
2968,(place 1227),Bury,(place 1231),Oldham,25
3255,(house 826),Oldham,(house 826),Oldham,2
1644,(house 469),Manchester,(place 1225),Manchester,9
2979,(place 1235),Salford,(place 1236),Salford,6
1783,(place 1228),Bury,(place 1226),Manchester,27
1887,(house 502),Manchester,(place 1230),Tameside,15
2422,(place 1226),Manchester,(place 1234),Rochdale,45
2042,(place 1225),Manchester,(house 1204),Tameside,13
3117,(place 1226),Manchester,(place 1235),Salford,34
1888,(place 1227),Bury,(house 712),Manchester,26
3359,(place 1237),Trafford,(place 1237),Trafford,2
1880,(house 630),Manchester,(place 1227),Bury,37
2242,(place 1229),Tameside,(place 1230),Tameside,8
1338,(place 1228),Bury,(place 1227),Bury,6
2906,(house 1087),Rochdale,(house 1087),Rochdale,2
3272,(house 717),Oldham,(house 717),Oldham,2
1690,(place 1225),Manchester,(house 637),Manchester,8
1286,(house 105),Salford,(place 1231),Oldham,26
1240,(house 197),Salford,(place 1232),Oldham,30
2941,(place 1228),Bury,(place 1236),Salford,27
1785,(place 1225),Manchester,(place 1225),Manchester,2
1996,(place 1234),Rochdale,(house 551),Manchester,53
2640,(house 303),Trafford,(place 1231),Oldham,31
1974,(house 528),Manchester,(house 528),Manchester,2
3321,(place 1238),Trafford,(place 1227),Bury,43
2041,(place 1230),Tameside,(place 1230),Tameside,2
1850,(place 1237),Trafford,(house 558),Manchester,14
2246,(house 1127),Tameside,(house 1127),Tameside,2
2276,(house 1171),Tameside,(house 1171),Tameside,2
1426,(place 1231),Oldham,(place 1226),Manchester,53
1324,(place 1237),Trafford,(place 1227),Bury,21
1368,(place 1226),Manchester,(place 1227),Bury,49
2981,(place 1233),Rochdale,(place 1235),Salford,40
2291,(place 1225),Manchester,(place 1225),Manchester,2
2190,(place 1229),Tameside,(place 1229),Tameside,2
1911,(house 404),Manchester,(place 1225),Manchester,21
1862,(house 422),Manchester,(house 422),Manchester,2
2440,(house 905),Bury,(place 1236),Salford,105
2453,(place 1234),Rochdale,(place 1232),Oldham,22
2274,(house 1106),Tameside,(house 1106),Tameside,2
2236,(place 1229),Tameside,(house 1135),Tameside,6
2063,(place 1230),Tameside,(house 1187),Tameside,27
2724,(house 385),Trafford,(place 1233),Rochdale,45
2110,(house 1135),Tameside,(house 1135),Tameside,2
2905,(house 968),Rochdale,(place 1236),Salford,42
3270,(place 1231),Oldham,(place 1226),Manchester,36
2594,(place 1226),Manchester,(place 1232),Oldham,33
3164,(place 1238),Trafford,(place 1234),Rochdale,60
2085,(place 1229),Tameside,(place 1229),Tameside,2
2946,(place 1228),Bury,(house 1007),Rochdale,33
1242,(place 1232),Oldham,(place 1232),Oldham,2
2286,(place 1229),Tameside,(house 1154),Tameside,10
3003,(place 1228),Bury,(place 1235),Salford,26
3139,(place 1234),Rochdale,(place 1232),Oldham,26
2005,(place 1233),Rochdale,(place 1227),Bury,35
1883,(place 1236),Salford,(place 1238),Trafford,25
2030,(place 1230),Tameside,(place 1230),Tameside,2
3321,(place 1227),Bury,(place 1227),Bury,2
2087,(house 1194),Tameside,(place 1229),Tameside,12
1940,(place 1229),Tameside,(place 1229),Tameside,2
2026,(place 1229),Tameside,(place 1229),Tameside,2
2052,(house 1213),Tameside,(place 1225),Manchester,12
2169,(place 1225),Manchester,(place 1225),Manchester,2
2962,(place 1226),Manchester,(place 1226),Manchester,2
2062,(place 1225),Manchester,(house 1217),Tameside,9
1589,(place 1229),Tameside,(house 543),Manchester,14
1952,(place 1237),Trafford,(place 1237),Trafford,2
3224,(place 1228),Bury,(house 718),Oldham,29
1776,(house 565),Manchester,(place 1237),Trafford,20
2500,(place 1233),Rochdale,(place 1227),Bury,32
3399,(place 1236),Salford,(place 1228),Bury,36
1240,(place 1232),Oldham,(place 1232),Oldham,2
1656,(place 1237),Trafford,(place 1237),Trafford,2
2216,(place 1230),Tameside,(place 1230),Tameside,2
1968,(place 1229),Tameside,(place 1225),Manchester,14
2353,(place 1231),Oldham,(place 1234),Rochdale,15
1644,(place 1225),Manchester,(place 1225),Manchester,2
1824,(place 1233),Rochdale,(place 1232),Oldham,42
3078,(house 1024),Rochdale,(place 1234),Rochdale,8
2326,(place 1232),Oldham,(house 852),Bury,36
2167,(house 1115),Tameside,(place 1229),Tameside,20
1879,(place 1225),Manchester,(place 1225),Manchester,2
1262,(place 1237),Trafford,(place 1227),Bury,19
1609,(house 433),Manchester,(place 1225),Manchester,4
1392,(house 177),Salford,(house 177),Salford,2
2563,(place 1228),Bury,(place 1238),Trafford,61
